0	丝米 分 零点五
tshirt	T恤 T裇 体恤 体恤衫
tsim	尖沙咀
tsing	青马大桥
tsinghua	清华大学
tsingtao	青岛啤酒
tsintaosaurus	棘鼻青岛龙
tskhinvali	茨欣瓦利
tsongkhapa	宗喀巴
tsou	邹族
tsquare	丁字尺
tstep	丁字步
tsuen	荃湾
tsuga	铁杉
tsui	徐克
tsukuba	筑波
tsunami	津浪 海啸
tsungdao	李政道
tsushima	对马 对马岛 对马海峡 朝鲜海峡 津岛
tsutsugamushi	恙虫病
tu	土 土族
tuanfeng	团风县
tuareg	图阿雷格
tub	杅 澡罐
tuba	大号
tube	插管 橐 水管面 筒 筒子 管 管井 管子
tuber	苓 葛根
tubercle	结核杆菌 结节
tubercular	痨病鬼
tubercule	结核菌素
tuberculosis	痨 痨病 痨瘵 结核 结核病 肺痨 肺结核 肺结核病
tuberose	夜来香
tuberous	块根
tubeshaped	筒子
tubing	管道
tubo	吐蕃
tubule	微管
tubulin	微管蛋白
tucana	杜鹃座
tucheng	土城区
tuckahoe	茯苓
tucson	土桑
tudi	土地公
tudor	都铎王朝
tudou	土豆网
tuen	屯门
tuesday	周二 星期二 火曜日 礼拜二
tufa	石灰华 钙华
tuft	毛子 绺
tufted	凤头潜鸭
tugboat	拖船 拖轮
tugofwar	你争我夺 拔河
tui	推拿
tuition	学费 庭训
tujia	土家族
tuk	嘟嘟车
tuku	土库 土库镇
tularemia	兔热病
tulip	郁金香
tumble	筋斗 跟头 跟斗
tumblr	汤博乐
tumed	土默特右旗 土默特左旗
tumen	图们市 图们江 土门
tumor	瘤 瘤子 肿块 肿瘤
tumult	哄 杂沓
tumultuous	哗然 嘈 枉攘 汹
tumxuk	图木舒克 图木舒克市
tun	屯区
tuna	吞拿 吞拿鱼 金枪鱼 鲔鱼 鲔鱼肚
tunchang	屯昌 屯昌县
tundra	冻原 冻土 冻土层 小天鹅 短嘴豆雁 苔原
tune	曲 曲子 曲调 腔 调 调头 调子
tung	东华三院 东头村 桐油 董建华
tunghai	东海大学
tungsten	钨
tungus	通古斯
tungyin	东引 东引乡
tuning	乐律 定弦 律吕 调子 音叉 音律
tunis	突尼斯 突尼斯市
tunisia	突尼斯 突尼西亚
tunmi	吞米桑布札
tunnel	地洞 地道 坑 坑道 洞口 甬道 盾构机 隧 隧洞 隧道
tunneling	掏空
tunxi	屯溪区
tupi	图皮
tuple	元组
tuplet	连音 连音符
tupolev	图波列夫
tuquan	突泉县
turban	包头 包巾 头巾 帻 盘头 鞨
turbellaria	涡虫纲
turbid	浊 浊流 浑 浑浊 淟 混 混浊
turbidite	浊积岩
turbidity	浊度
turbinate	鼻甲骨
turbine	叶轮 涡轮 轮机 透平 透平机
turbofan	涡扇
turbojet	涡喷 涡轮喷气发动机
turbomachine	叶轮机械
turboprop	涡桨
turboshaft	涡轮轴发动机
turbot	多宝鱼 大菱鲆 大鲽鱼
turbulence	气流 湍流 绕流
turbulent	变局 汹涌 沺 紊流 风起潮涌 骚然
turf	草地 草皮
turgor	膨压
turin	都灵
turing	图灵奖
turkestan	突厥斯坦 里海地鸦
turkey	云芝 吐绶鸡 土耳其 火鸡 鹝
turkic	突厥
turkish	土耳其人 土耳其旋转烤肉 土耳其语 土耳其软糖 蹲坑 达达尼尔海峡
turkmen	土库曼 土库曼人
turkmenistan	土库曼 土库曼斯坦
turks	特克斯和凯科斯群岛
turku	图尔库
turmeric	姜黄 黄姜
turmoil	乱局 兵乱 兵戈扰攘 动乱 动荡 变乱 扰动 纷扰
turn	不期然而然 回音 弯子 措词 措辞 改恶向善 泵灯 熄灯 踅 转向信号 转折 轮次
turnaround	转好 转折
turnbased	回合制
turncoat	倒戈 变节 叛徒 贰臣 风标
turndown	夜床服务 翻领
turned	出人意外
turning	乍青乍白 乙 以子之矛，攻子之盾 头座 契机 扭力 扭矩 拐点 旋转力 机头座 满舵 背着 转向信号 转折点 转捩点
turnip	芜菁 菔 葑 蔓菁
turnout	投票率
turnover	交易额 卷饼 周转 周转金 流动率 流水 营业额 销售额
turnstile	十字转门 栅门 转门 闸机
turntable	唱盘 转盘
turpan	吐鲁番市
turpentine	松节油
turquoise	土耳其玉 土耳其石 松化石 松石 绿松石 青绿
turrell	威利
turreted	楼船
turtle	忘八旦 忘八蛋 水鹁鸪 海龟 玳 鳖甲 鹁鸠 鹁鸪 龟 龟友 龟板 龟苓膏
turtledove	斑鸠 鵻 鸠 鸣鸠 鸤 鹘鸼
turtleshaped	龟趺
tusk	尖牙 獠牙 长牙
tussah	柞蚕丝
tut	切 咄
tutankhamen	图坦卡蒙 图坦卡门
tutor	太子太保 家庭教师 导师 辅导人
tutorial	指导课 辅导班
tutsi	图西族
tuttut	吓 咄咄
tuva	图瓦
tuvalu	吐瓦鲁 图瓦卢
tuyere	风口
tuyuhun	吐谷浑
tuzki	兔斯基
tv	广告片 影集 接收机 片 电视 电视剧 电视塔 电视棒 电视秀 荧屏 荧幕 连续集 银屏
twa	特瓦族
twang	抽痛
twat	淫穴
tweedledum	半斤八两
tweet	推文
tweeter	高音喇叭
tweezers	眉毛钳 镊 镊子
twelfth	乙亥 十二月 腊月
twelve	十二 十二时辰 十二经 十二经脉
twente	屯特
twentieth	癸未
twenty	二十 二十五史 卄 廿 廿四史 念
twentyeighth	辛卯
twentyfifth	戊子
twentyfourth	丁亥 铢
twentyninth	壬辰
twentysecond	乙酉
twentyseventh	庚寅
twentysixth	己丑
twentythird	丙戌
twerking	电臀舞
twice	两下 两倍 二度 二次 兼 半月刊
twicecooked	回锅肉
twig	枝子 枝条 枝桠 树枝
twilight	余晖 微明 昏 暮色 曚 曛 薄暮 黑影
twill	斜纹 斜纹织
twin	双峰镇 双床房 双生 双生兄弟 双胞胎 双马尾 孪生 孪生兄弟 孪生姐妹
twine	合股线 细绳
twiner	蔓生植物 蔓草
twinge	剧痛
twining	盘道 缠绕茎
twinkle	𥆧
twinkling	嘒 瞬息 荧 荧荧 𥆧息
twins	双生 孖 孪 龙凤胎
twist	捩 紾 绹
twisted	双绞线 哩溜歪斜 歪嘴 盘根错节 盘陀 纠结 蜷曲
twister	扭扭乐 龙卷 龙卷风
twisting	七弯八拐 峰回路转 湾环 盘盘 盘陀路 纡 绕绕 缠绕
twists	周折 波折
twitch	𥆧
twitching	眼跳
twitchy	烦躁
twite	黄嘴朱顶雀
twitter	叽叽喳喳 啁啾 推友 推特
twittering	呢喃 唧啾 啁
two	一举两得 一体两面 一时瑜亮 三两 两 两侧 两回事 两德 两手 两样东西 两码事 两端 两重天 两院 丱 买一送一 二 二侧 二部制 二重性 二项式 亲子 你死我活 俩 俩钱 卝 双 双喜临门 双脚 双腿 双臂 四体 对号 屾 并行不悖 心心相印 担 比翼齐飞 艕 贰 连理
twobarred	双斑绿柳莺 白翅交嘴雀
twocharacter	万俟 上官 东方 东郭 令狐 公孙 南宫 南郭 司寇 司徒 司空 司马 呼延 复姓 夏侯 太史 宇文 完颜 尉迟 慕容 欧阳 淳于 独孤 申屠 百里 皇甫 端木 耶律 西门 诸葛 谷梁 轩辕 长孙
twochina	两个中国
twoday	双休 双休日 周休二日
twodimensional	二次元 二维
twofaced	两面三刀 两面人 两面派 乡愿 佛口蛇心 双面 双面人 腹黑 见人说人话，见鬼说鬼话
twofold	两重 双倍 成倍
twohorned	双角犀
twohundred	皕
twoinone	二合一
twoitem	双拼
twolegged	双足
twoparty	两党制
twoperson	双人 标准间
twophase	两相
twopronged	两手策略
twosection	双节
twosided	双侧
twostringed	坠胡
twosyllable	联绵词
twotiming	劈腿
twoway	互译 双向 双程 正反两面
twowheeled	架子车
twoyearold	二毛子
tycoon	富商大贾 富商巨贾 巨亨 巨头 巨子 财阀
tymoshenko	季莫申科
tympanic	耳膜 耳鼓 鼓室 鼓膜
tympanites	鼓胀
tympanum	耳膜 耳鼓
type	䓕 丙型 乙型 乙种 令 号子 品 型 型别 型号 型式 型态 小车 式 木椆 枥 栃 样式 模式标本 模式种 歌仔戏 玘 珣玗琪 甲型 甲流 番刀 禺 种 种类 第一型糖尿病 第二型糖尿病 筇 类 类型 絓 茆 菜 试样 铅字 雈 页心 𫟷
typeb	B型超声
typeface	字体 字型 字面 汉字字体
types	脸谱
typesetting	排印 排版 活版印刷
typewriter	打字机
typha	香蒲
typhoid	伤寒 伤寒症
typhoon	台 台风 避风塘 风球
typhus	斑疹伤寒
typical	事例 代表性 典型 典型用途 基操 月令 示例 经典
typification	典型化
typing	指法
typist	打字员
typo	误植 错字
typographical	讹字
typography	凸版印刷 印刷业 活版
tyrannical	作威作福 凶戾 强横 无道 暴戾恣睢 暴虐 暴虐无道 淫威 畔援
tyrannosauridae	暴龙科
tyrannosaurus	暴龙 雷克斯暴龙 霸王龙
tyranny	僭主政治 暴政 霸道
tyrant	僭主 地头蛇 暴君 民贼独夫 独夫民贼 豪强 霸
tyre	提尔 提尔市 泰尔
tyrosine	酪氨酸
tyrosinosis	酪氨酸代谢病
tyrrhenian	第勒尼安海
tyvek	特卫强
tzigane	茨冈
tzu	慈济
ubaydi	乌拜迪
ubend	存水弯
uber	优步
ubiquitous	到处可见 普及
ubiquity	普遍性
uchida	内田
uchturpan	乌什 乌什县
ucla	加利福尼亚大学洛杉矶分校
udder	乳房
udon	乌冬面 乌龙 乌龙面
ueda	上田 植田
uefa	欧冠
ueno	上野
uesca	韦斯卡
ufo	幽浮 幽浮迷
ugali	乌咖哩
uganda	乌干达
ugg	雪地靴
ugly	丑 丑人多作怪 丑八怪 丑小鸭 丑恶 丑相 丑话 丑陋 吃藕 娸 媁 媸 嫫 寒碜 恐龙 恐龙妹 恶 恶人 歪瓜劣枣 歪瓜裂枣 磕碜 陋 难看 青蛙 魌 龙妹 𠯠
uhf	超短波
uhhuh	嗯哼
uhm	啊
uhoh	哎呦
uighur	维吾尔 维吾尔人 维吾尔族 维吾尔语
uk	勋爵 腐国 财政大臣
ukiyoe	浮世绘
ukraine	乌克兰 二毛子
ukrainian	乌克兰人
ukulele	乌克丽丽 尤克里里
ulaanbaatar	乌兰巴托
ulanhot	乌兰浩特市
ulanhu	乌兰夫
ulanqab	乌兰察布市
ulcer	溃疡 疠 疱
ulceration	口腔炎 瘘
ulcers	疡
uliastai	乌里雅苏台
ulm	乌尔姆
ulna	尺骨
ulterior	隐情 鬼胎
ultimate	最后 最终 极致 生杀大权 终极 绝赞
ultimately	归根到底 归根结底 归根结蒂 然并卵
ultimatum	哀的美敦书 最后通牒
ultra	极超 超 超短波 超级 超高速
ultrabasic	超基性岩
ultrahighheeled	恨天高
ultraleft	左倾机会主义
ultraman	奥特曼
ultramarathon	超马
ultramarine	白眉蓝姬鹟
ultrasonic	超声 超声扫描 超音波
ultrasound	超声 超声波 超声波检查 超音波
ultraviolet	紫外 紫外光 紫外射线 紫外线 紫外线光
ululation	啼声
ulungur	乌伦古河 乌伦古湖
uluru	乌鲁汝 乌鲁鲁
ulysses	尤利西斯
um	呣
umami	鲜味
umayyad	倭马亚王朝
umbelliferae	伞形科
umberblack	黛
umbilical	坎炁 脐带 脐梗
umbra	全影 暗影 本影
umbrella	主品牌 伞 雨伞
umbrellashaped	伞形
umlaut	分音符
umno	巫统
umpire	主裁 主裁判 裁判
un	不 不加 不带 反酷刑折磨公约 无 非
una	弱音踏板
unable	一蹶不振 不了 不住 不分胜负 不堪一击 不孕 不开窍 不得而知 不成 不知好歹 不胜其扰 不胜其苦 不能自已 不识一丁 不识好歹 五音不全 众盲摸象 保不住 僵住 入不敷出 刹不住 发热 受不了 吃不上 吃哑巴亏 合不拢嘴 听不懂 周转不开 哑巴吃黄连，有苦说不出 喜不自禁 喜不自胜 嘴欠 噤 回天无力 坐立难安 失学 容不得 寸步难行 弄不懂 弄不清 忍不住 忍俊不禁 快嘴 怒不可遏 急不可待 急不可耐 悲不自胜 情不可却 想不通 成事不足，败事有余 拗不过 拿不准 捉襟见肘 搞不懂 摸不着 敢怒而不敢言 无以为报 无法 无言以对 无言可对 是非不分 是非莫辨 有目无睹 未能 未能免俗 束手 架不住 沉不住气 没有法 没法 没辙 泥菩萨过江，自身难保 爱莫能助 牵记 疏谋少略 目不转睛 盲人摸象 看不懂 看不过 看不过去 真伪莫辨 眩惑 眼里容不得沙子 瞎子摸象 积不相能 管教无方 素不相能 结舌 绷不住 莫衷一是 行动不便 话不投机 说不准 说不出 趑 趦 跋胡疐尾 身不由己 过不去 迫不及待 逃不出 青黄不接 静坐不能 顺应不良 顾不得 鬼扯腿 黑白不分
unabridged	全书 未删节版 足本
unacceptable	不合体统 不成体统 使不得 孤证不立 要不得
unaccommodating	不圆通 板板六十四
unaccompanied	单枪匹马
unaccomplished	碌碌无为
unaccounted	下落不明 失踪
unaccustomed	手无缚鸡之力
unadorned	朴实无华 朴素 素朴 缦 襢 质朴 赤裸裸
unadulterated	精纯 纯正 纯粹
unaffected	古井无波 无做作 未受影响 烂漫 质朴
unaffiliated	无所属
unaffordable	支付不起
unafraid	不含糊 不惮 不畏 脸大
unaided	瞏
unalienable	不可分割
unalterable	不刊之论 不易之论 亘古不变 划一不二 铁定
unambiguous	丁是丁，卯是卯 不含糊 单意 醒豁 钉是钉，铆是铆
unambitious	胸无大志
unanimous	一致 众口一词 众口同声 全场一致 满场一致
unanimously	全场
unannounced	飞检 飞行检查
unanticipated	无心插柳 未料
unarguable	有目共赏
unarmed	徒手 手无寸铁 空手
unaspirated	不吐气 不送气
unassigned	空号
unassuming	平易 逊顺
unathletic	体育渣
unattainable	可望而不可及 遥不可及
unattractive	吃藕 唔好睇
unattributed	无记名
unauthorized	水货
unavailable	缺货
unavenged	未报
unavoidable	不可避 免不了 免不得 必经 躲不起
unavoidably	不可避免 未免
unaware	不明就里 不知 不知就里 处堂燕雀 有眼无珠 燕雀处堂
unawareness	不意
unbalance	非平衡 非平衡态
unbalanced	畸 畸形
unbearable	不堪入目 不堪忍受 伤不起 受不了 可蠢 够呛 要西了 难以忍受
unbearably	慌
unbecoming	不雅观
unbelievable	不可置信 怪诞不经 荒诞无稽
unbelievably	开挂
unbendable	死死
unbending	不屈 倔强
unbent	弨
unbiased	不偏不倚 持平 持平之论
unbleached	坯布
unboiled	冷水 凉水 生水
unborn	胎儿
unbounded	无极 无限
unboxing	开箱
unbranded	白牌
unbreakable	天条 颠扑不破
unbribable	廉洁
unbridled	嚣张 大肆 恣意 恣睢 恣肆 放肆 疏狂 肆无忌惮 贪贿无艺
unbroken	山峦 无间 连绵
unburdened	无牵无挂 通泰
unburnt	坯
unbuttoned	开襟 无拘无束 疏放 虚掩
uncanny	奇技 怪 怪诞不经 神工鬼斧 鬼斧神工
uncarved	瓁
unceasing	不断 连续不断
uncertain	悬空 惙 无把握 未卜 没底 渺渺茫茫 渺茫
uncertainties	变数
uncertified	杂牌军
unchanging	不易 不渝 亘古不变
uncharged	不带电
uncivil	路霸
uncivilized	蒙昧 蛮荒 野人 野蛮
unclaimed	无主失物 阑遗
uncle	世伯 伯伯 叔 叔父 大 大叔 大大 大爷 姑夫 姑父 姑爷 姑爹 姨父 季父 老伯 老大爷 黑奴吁天录
unclean	不干不净 黑龌
unclear	不明确 不清 不清楚 乌涂 口齿不清 含含糊糊 含混 含糊不清 未详 牵扯不清 糊 茫 黮
unclouded	清朗
uncollectable	烂账
uncomfortable	不舒适 别扭 卼 局促不安 拘束 拧巴
uncommon	新鲜 熟词僻义 稀 稀有 稀罕
uncommunicative	沉默 沉默寡言
uncompleted	烂尾楼
uncomplicated	简 轻松
uncompromising	不妥协
uncompromisingly	硬
unconcerned	不以为意 无动于衷 漠 漫不经意 稀松 脱然
unconditional	无条件 无条件投降 绝对
unconditioned	非条件反射
unconfirmed	未经证实
unconscious	不省人事 不随意 无意识 潜意识 蒙
unconsciously	不知不觉 不经意间 不觉
unconstitutional	违宪
unconstrained	天马行空 开放 洒脱 自如 自由散漫
uncontroversial	无争议 无可争议
unconventional	不落俗套 剑走偏锋 剑走蜻蛉 反时势 变法 另类 放浪 落托 落拓 落拓不羁 落泊 落魄 超脱 非标准
unconvinced	不忿
unconvincing	疑惑
uncooked	生 生米 米
uncoordinated	不协调 同手同脚
uncorrupted	两袖清风 完璧之身 清 清廉
uncountable	不可数 不可数名词 不可数集
uncouth	乡气 土头土脑 土得掉渣 土气 土里土气 大老粗 犷 粗鄙
uncovered	灯盏 裸露 露袒
uncritical	不闻不问
uncrossable	死
uncrowded	宽松
unctuous	油滑 点头哈腰 腻
uncultivated	草莽 荒 荒地
uncultured	放纵 蒙昧
uncut	未删节版 玉璞
uncyclopedia	伪基百科
undamaged	完好无损
undaunted	奋不顾身 舍生忘死
undecided	去取之间 未定 模棱
undecipherable	鬼画符
undecorated	不加修饰 土木身
undefiled	完璧之身 童身
undemonstrative	深沉
undeniable	不争 无可争议 确凿
undeniably	实打实
under	下边 下面 之下 事到今日 以本人名 伞下 假借 发展中 名下 国务次卿 在下 在建 天底下 嫡系 底线 彀中 待考 所属 手下 旗下 星夜 水下 治下 满帆 焦头烂额 皮下 程控 联营 脚下 被捕 迫于 酒后 隐蔽 颔下
underachiever	学渣
underachieving	差生文具多
underage	丱 小厮 年幼 幼齿 未成年 雏妓
underarm	腋下 腋臭
underbelly	小腹
underboob	下乳
underbrush	草丛
undercarriage	起落架
underclass	下级
underclothing	裀
undercurrent	暗流 暗潮 洑
undercut	下旋削球
underdeveloped	后进
underdog	弱旅
underemployed	半失业
undergarment	兜肚 内衣 肚兜
undergraduate	大学部 本科 本科生
underground	井下 仙宫 在地下 地下 地下核爆炸 地下核试验 地下街 地下通道 地下道 地下钱庄 地宫 地底 地漏 地铁 峒室 巠 暗沟 暗河 暗渠 阴沟 隧
undergrowth	树丛 灌丛
underhand	权术 贼头贼脑
underhanded	玩阴的 软刀子
underlay	基座
underlayer	下层
underline	下划线 下画线
underling	下属 喽啰 属吏
underlings	隶圉
underlying	体质 动因 基础病 深层 苦根
underneath	下方 在下面
undernourishment	营养不良
underpants	内裤 衬裤 裤 裤头 裤衩
underpass	地下通道 地下道
underprivileged	清寒
underripe	半生不熟 青涩
underscore	下划线
undersecretary	副国务卿 次官
undershirt	汗衫 汗褂儿 汗褟儿
undersized	矮小
underskirt	裙撑
understandable	未可厚非
understanding	一点就通 体会 心得 理解力 省事 约定 见解 认知 认识 识时达务 识时通变 谅解 赏析 通达
understated	内敛
understood	妇孺皆知 家喻户晓 路人皆知
understudy	替角
undertaker	殡仪员
undertaking	事业 工程 约定
underthetable	后门 暗箱操作
underwater	水下核爆炸 水底相机
underwear	内衣 内衣裤
underwire	钢圈
underworld	冥府 地狱 帮会 江湖 阴兵
underwriter	承销人
underwriting	承销 承销价差 承销利差 承销商 承销团
undescended	隐睾
undeserved	横财
undeserving	出气筒
undesirable	不如人意 陋俗
undesired	逆心
undiscerning	瞽
undisciplined	放纵 散漫 松垮 松懈 纵放
undisclosed	后账 底牌
undiscounted	未折现
undiscovered	内奸 沧海遗珠
undiscriminating	一揽子 不识好歹
undisguised	不加掩饰 公然 赤裸裸
undistributed	不周延
undisturbed	坦然 安顿 平静
undivided	不二 浑然
undomesticated	野生
undoubted	明摆着
undoubtedly	势必 固 无疑 明明
