instance_id	wn_id	bn_id	synset	lemmas	gloss
d011.s020.t006	proportion%1:24:01::	bn:00064767n	proportion.n.04	proportion, ratio	the relation between things (or parts of things) with respect to their comparative quantity, magnitude, or degree
d011.s020.t007	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s020.t008	american%1:18:00::	bn:00003343n	american.n.01	American	a native or inhabitant of the United States
d011.s020.t009	nobel_prize%1:10:00::	bn:00057832n	nobel_prize.n.01	Nobel_prize	an annual award for outstanding contributions to chemistry or physics or physiology and medicine or literature or economics or peace
d011.s020.t010	winner%1:18:00::	bn:00079944n	winner.n.01	winner, victor	the contestant who wins the contest
d011.s020.t011	google%1:10:00::	bn:00041092n	google.n.01	Google	a widely used search engine that uses text-matching techniques to find web pages that are important and relevant to a user's search
d011.s020.t012	yahoo%1:10:00::	bn:00081801n	yahoo.n.03	Yahoo	a widely used search engine for the web that finds information, news, images, products, finance
d011.s020.t013	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s021.t000	migrant%1:18:00::	bn:00054906n	migrant.n.01	migrant, migrator	traveler who moves from one region or country to another
d011.s021.t001	contributor%1:18:00::	bn:00022274n	subscriber.n.03	subscriber, contributor	someone who contributes (or promises to contribute) a sum of money
d011.s021.t002	social_system%1:14:00::	bn:00072539n	social_organization.n.01	social_organization, social_organisation, social_structure, social_system, structure	the people in a society considered as a system organized by a characteristic pattern of relationships
d011.s021.t003	budget%1:21:03::	bn:00013640n	budget.n.02	budget	a summary of intended expenditures along with proposals for how to meet them
d011.s021.t004	european_country%1:15:00::	bn:00031903n	european_country.n.01	European_country, European_nation	any one of the countries occupying the European continent
d011.s022.t000	world%1:17:00::	bn:00029424n	earth.n.01	Earth, earth, world, globe	the 3rd planet from the sun; the planet we live on
d011.s022.t001	labor%1:14:00::	bn:00049570n	labor.n.01	labor, labour, working_class, proletariat	a social class comprising those who do manual labor or work for wages
d011.s022.t002	organisation%1:14:01::	bn:00001423n	administration.n.02	administration, governance, governing_body, establishment, brass, organization, organisation	the persons (or committees or departments etc.) who make up a body for the purpose of administering something
d011.s022.t003	example%1:11:00::	bn:00016401n	case.n.01	case, instance, example	an occurrence of something
d011.s022.t004	germany%1:15:00::	bn:00026684n	germany.n.01	Germany, Federal_Republic_of_Germany, Deutschland, FRG	a republic in central Europe; split into East Germany and West Germany after World War II and reunited in 1990
d011.s022.t005	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s022.t006	age%1:07:00::	bn:00001936n	age.n.01	age	how long something has existed
d011.s022.t007	contribution%1:04:02::	bn:00022269n	contribution.n.01	contribution, part, share	the part played by a person in bringing about a result
d011.s022.t008	receipt%1:10:00::	bn:00066490n	receipt.n.02	receipt	an acknowledgment (usually tangible) that payment has been made
d011.s022.t009	expenditure%1:21:00::	bn:00032300n	outgo.n.01	outgo, spending, expenditure, outlay	money paid out; an amount spent
d011.s022.t010	average%1:09:00::	bn:00007449n	average.n.01	average, norm	a statistic describing the location of a distribution
d011.s022.t011	euro%1:23:00::	bn:00031888n	euro.n.01	euro	the basic monetary unit of most members of the European Union (introduced in 1999); in 2002 twelve European nations (Germany, France, Belgium, Luxembourg, the Netherlands, Italy, Spain, Portugal, Ireland, Greece, Austria, Finland) adopted the euro as their basic unit of money and abandoned their traditional currencies
d011.s022.t012	budget%1:21:03::	bn:00013640n	budget.n.02	budget	a summary of intended expenditures along with proposals for how to meet them
d011.s022.t013	lifetime%1:28:00::	bn:00051048n	life.n.05	life, lifetime, life-time, lifespan	the period during which something is functional (as between birth and death)
d011.s023.t000	start%1:11:00::	bn:00073989n	start.n.01	start	the beginning of anything
d011.s023.t001	mandate%1:04:00::	bn:00053151n	mandate.n.03	mandate	the commission that is given to a government and its policies through an electoral victory
d011.s023.t002	point%1:10:03::	bn:00047730n	item.n.01	item, point	a distinct part that can be specified separately in a group of things that could be enumerated on a list
d011.s023.t003	growth%1:22:02::	bn:00041979n	increase.n.03	increase, increment, growth	a process of becoming larger or longer or more numerous or more important
d011.s024.t000	question%1:10:01::	bn:00043267n	question.n.02	question, head	the subject matter at issue
d011.s024.t001	immigrant%1:18:00::	bn:00046019n	immigrant.n.01	immigrant	a person who comes to a country where they were not born in order to settle there
d011.s024.t002	effect%1:19:00::	bn:00021961n	consequence.n.01	consequence, effect, outcome, result, event, issue, upshot	a phenomenon that follows and is caused by some previous phenomenon
d012.s000.t000	pound%1:23:01::	bn:00013194n	british_pound.n.01	British_pound, pound, British_pound_sterling, pound_sterling, quid	the basic unit of money in Great Britain and Northern Ireland; equal to 100 pence
d012.s000.t001	fine%1:21:00::	bn:00003340n	fine.n.01	fine, mulct, amercement	money extracted as a penalty
d012.s000.t002	usa%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d012.s001.t000	trouble%1:09:00::	bn:00064527n	trouble.n.01	trouble, problem	a source of difficulty
d012.s001.t001	uproar%1:26:00::	bn:00037296n	tumult.n.01	tumult, tumultuousness, uproar, garboil	a state of commotion and noise and confusion
d012.s001.t002	ceo%1:18:00::	bn:00017235n	chief_executive_officer.n.01	chief_executive_officer, CEO, chief_operating_officer	the corporate executive responsible for the operations of the firm; reports to a board of directors; may appoint other managers (including a president)
d012.s001.t003	pound%1:23:01::	bn:00013194n	british_pound.n.01	British_pound, pound, British_pound_sterling, pound_sterling, quid	the basic unit of money in Great Britain and Northern Ireland; equal to 100 pence
d012.s001.t004	fine%1:21:00::	bn:00003340n	fine.n.01	fine, mulct, amercement	money extracted as a penalty
d012.s001.t005	usa%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d012.s002.t000	problem%1:26:00::	bn:00048242n	problem.n.01	problem, job	a state of difficulty that needs to be resolved
d012.s002.t001	home%1:15:02::	bn:00044488n	home.n.03	home	the country or state or city where you live
d012.s002.t002	industry%1:14:00::	bn:00046575n	industry.n.01	industry	the people or companies engaged in a particular kind of commercial enterprise
d012.s002.t003	giant%1:14:00::	bn:00040387n	giant.n.03	giant	an unusually large enterprise
d012.s002.t004	past%1:28:01::	bn:00060928n	past.n.02	past	a earlier period in someone's life (especially one that they have reason to keep secret)
d012.s002.t005	usa%1:15:00::	bn:00003341n	united_states.n.01	United_States, United_States_of_America, America, the_States, US, U.S., USA, U.S.A.	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776
d012.s002.t006	dollar%1:23:00::	bn:00028114n	dollar.n.01	dollar	the basic monetary unit in many countries; equal to 100 cents
d012.s002.t007	euro%1:23:00::	bn:00031888n	euro.n.01	euro	the basic monetary unit of most members of the European Union (introduced in 1999); in 2002 twelve European nations (Germany, France, Belgium, Luxembourg, the Netherlands, Italy, Spain, Portugal, Ireland, Greece, Austria, Finland) adopted the euro as their basic unit of money and abandoned their traditional currencies
d012.s002.t008	dispute%1:10:00::	bn:00021769n	dispute.n.01	dispute, difference, difference_of_opinion, conflict	a disagreement or argument about something important
d012.s002.t009	bankruptcy%1:26:00::	bn:00008419n	bankruptcy.n.02	bankruptcy, failure	inability to discharge all your debts as they come due
d012.s002.t010	credit_union%1:14:00::	bn:00023681n	credit_union.n.01	credit_union	a cooperative depository financial institution whose members can obtain loans from their combined savings
d012.s003.t000	issue%1:09:01::	bn:00047688n	issue.n.01	issue	an important question that is in dispute and must be settled
d012.s003.t001	sale%1:04:00::	bn:00068915n	sale.n.01	sale	a particular instance of selling
d012.s004.t000	regulator%1:18:00::	bn:00066938n	regulator.n.02	regulator	an official responsible for control and supervision of a particular activity or area of public interest
d012.s004.t001	string%1:14:00::	bn:00074684n	string.n.04	string, train	a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding
d012.s004.t002	bank%1:14:00::	bn:00008364n	depository_financial_institution.n.01	depository_financial_institution, bank, banking_concern, banking_company	a financial institution that accepts deposits and channels the money into lending activities
d012.s004.t003	promise%1:10:00::	bn:00064699n	promise.n.01	promise	a verbal commitment by one person to another agreeing to do (or not to do) something in the future
d012.s004.t004	credit_union%1:14:00::	bn:00023681n	credit_union.n.01	credit_union	a cooperative depository financial institution whose members can obtain loans from their combined savings
d012.s005.t000	value%1:21:00::	bn:00029680n	value.n.03	value, economic_value	the amount (of money or goods or services) that is considered to be a fair equivalent for something else
d012.s005.t001	security%1:21:04::	bn:00017368n	security.n.04	security, certificate	a formal declaration that documents a fact of relevance to finance and investment; the holder has a right to receive interest or dividends
d012.s005.t002	crisis%1:26:00::	bn:00023844n	crisis.n.01	crisis	an unstable situation of extreme danger or difficulty
d012.s005.t003	credit_union%1:14:00::	bn:00023681n	credit_union.n.01	credit_union	a cooperative depository financial institution whose members can obtain loans from their combined savings
d012.s006.t000	issue%1:09:01::	bn:00047688n	issue.n.01	issue	an important question that is in dispute and must be settled
d012.s006.t001	party%1:18:00::	bn:00060837n	party.n.05	party	a person involved in legal proceedings
d012.s006.t002	court%1:14:00::	bn:00023301n	court.n.01	court, tribunal, judicature	an assembly (including one or more judges) to conduct judicial business
d012.s006.t003	spokesman%1:18:00::	bn:00073526n	spokesman.n.01	spokesman	a male spokesperson
d012.s006.t004	new_york%1:15:01::	bn:00041611n	new_york.n.01	New_York, New_York_City, Greater_New_York	the largest city in New York State and in the United States; located in southeastern New York at the mouth of the Hudson river; a major financial and cultural center
d012.s006.t004	new_york%1:15:00::	bn:00030605n	new_york.n.02	New_York, New_York_State, Empire_State, NY	a Mid-Atlantic state; one of the original 13 colonies
